# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	30955
#@/user_id	arch
a 	啊	c=27 d=0.000665523 t=30955
chong zhi 	重置	c=21 d=3.14248e-12 t=30955
chong zhi xu lie 	重置序列	c=3 d=3.76667e-14 t=30955
chu 	出	c=26 d=4.65967e-08 t=30955
chu 	除	c=10 d=9.03047e-13 t=30955
chu bu 	初步	c=1 d=1.15443e-13 t=30955
chu chang 	出廠	c=1 d=2.52445e-12 t=30955
chu diao 	除掉	c=1 d=2.11916e-12 t=30955
chu fa 	出發	c=1 d=7.2689e-13 t=30955
chu fa 	觸發	c=11 d=4.84577e-07 t=30955
chu fa qi 	觸發器	c=1 d=7.2689e-13 t=30955
chu fang 	處方	c=1 d=1.33779e-12 t=30955
chu huo 	出貨	c=3 d=6.01331e-05 t=30955
chu ji 	初級	c=1 d=7.56919e-15 t=30955
chu ji cheng xu yuan 	初級程序員	c=1 d=6.91556e-15 t=30955
chu kou 	出口	c=1 d=3.73566e-05 t=30955
chu ku 	出庫	c=6 d=5.49076e-05 t=30955
chu lai 	出來	c=3 d=2.25603e-13 t=30955
chu le 	除了	c=2 d=6.27261e-14 t=30955
chu le ma 	除了嗎	c=1 d=7.54733e-14 t=30955
chu li 	處理	c=38 d=0.0217389 t=30955
chu li lei 	處理類	c=1 d=2.46975e-19 t=30955
chu mo ban 	觸摸板	c=1 d=6.3488e-09 t=30955
chu qu 	出去	c=2 d=1.38544e-12 t=30955
chu qu 	除去	c=1 d=1.39239e-12 t=30955
chu sheng 	出生	c=1 d=1.65896e-14 t=30955
chu shi 	出世	c=1 d=2.09302e-13 t=30955
chu shi 	初始	c=0 d=2.13857e-32 t=30955
chu shi hua 	初始化	c=54 d=0.197501 t=30955
chu shi zhi 	初始值	c=2 d=7.22013e-22 t=30955
chu wei 	儲位	c=1 d=1.30769e-09 t=30955
chu xian 	出現	c=7 d=2.0403e-07 t=30955
chu yin 	初音	c=1 d=5.57296e-05 t=30955
chu yu 	處於	c=1 d=1.65896e-14 t=30955
chu yuan 	出院	c=1 d=2.95532e-13 t=30955
chu zhou 	滁州	c=1 d=1.08927e-06 t=30955
chuan 	串	c=2 d=4.20511e-14 t=30955
chuan 	傳	c=7 d=2.96647e-12 t=30955
chuan bo 	傳播	c=18 d=0.907174 t=30955
chuan can 	傳參	c=4 d=8.36314e-13 t=30955
chuan dao 	傳到	c=1 d=5.98111e-13 t=30955
chuan di 	傳遞	c=2 d=1.47493e-13 t=30955
chuan jiao shi 	傳教士	c=1 d=1.33135e-14 t=30955
chuan ru 	傳入	c=10 d=8.93341e-11 t=30955
chuan shu 	傳輸	c=3 d=1.92379e-12 t=30955
chuan song 	傳送	c=3 d=5.16168e-13 t=30955
chuan zhi 	傳值	c=5 d=3.58981e-12 t=30955
chuang 	創	c=1 d=0.878095 t=30955
chuang 	牀	c=1 d=4.56585e-13 t=30955
chuang 	窗	c=2 d=4.82402e-14 t=30955
chuang jian 	創建	c=41 d=0.00200918 t=30955
chuang jian ren 	創建人	c=3 d=9.15457e-13 t=30955
chuang kou 	窗口	c=7 d=2.7184e-12 t=30955
chuang shang 	牀上	c=1 d=3.4615e-20 t=30955
chuang shi ji 	創世紀	c=1 d=2.92283e-30 t=30955
chuang zao 	創造	c=1 d=5.80433e-13 t=30955
chun 	春	c=1 d=4.12855e-05 t=30955
chun 	純	c=2 d=1.94046e-05 t=30955
chun li run 	純利潤	c=5 d=0.000118783 t=30955
chuo 	戳	c=1 d=2.36107e-19 t=30955
ci 	次	c=7 d=0.135335 t=30955
ci 	此	c=4 d=6.01108e-13 t=30955
ci ci 	此次	c=1 d=2.79137e-18 t=30955
ci dian 	詞典	c=4 d=0.793073 t=30955
ci fang fa 	次方法	c=1 d=5.63567e-19 t=30955
ci hui 	詞彙	c=1 d=5.69036e-15 t=30955
ci ji 	次級	c=1 d=3.52171e-17 t=30955
ci ku 	詞庫	c=1 d=3.46869e-15 t=30955
ci lei 	此類	c=2 d=7.19575e-14 t=30955
ci shi 	此時	c=2 d=3.14565e-12 t=30955
ci shu 	次數	c=2 d=0.231078 t=30955
ci xu 	次序	c=2 d=1.0429e-13 t=30955
ci zhi 	辭職	c=1 d=3.1159e-14 t=30955
ci zhi le 	辭職了	c=1 d=3.03013e-13 t=30955
cong 	從	c=49 d=0.2278 t=30955
cong shu 	叢書	c=1 d=6.62725e-14 t=30955
cong wu 	從無	c=1 d=4.77601e-13 t=30955
cun 	存	c=1 d=1.98134e-15 t=30955
cun 	寸	c=3 d=6.67867e-13 t=30955
cun chu 	存儲	c=10 d=7.22901e-12 t=30955
cun de 	存的	c=1 d=1.94211e-15 t=30955
cun fang 	存放	c=5 d=6.96256e-11 t=30955
cun fang zai 	存放在	c=4 d=2.14465e-13 t=30955
cun ru 	存入	c=2 d=1.19824e-10 t=30955
cun you 	存有	c=1 d=1.44596e-15 t=30955
cun zai 	存在	c=31 d=1.68387e-10 t=30955
cuo 	錯	c=1 d=3.55347e-05 t=30955
cuo le 	錯了	c=1 d=1.63537e-22 t=30955
cuo shi 	措施	c=2 d=3.17933e-12 t=30955
cuo wu 	錯誤	c=32 d=1.36099e-07 t=30955
cuo zuo 	錯做	c=2 d=4.91033e-10 t=30955
da 	大	c=5 d=6.90966e-09 t=30955
da 	打	c=8 d=2.43762e-12 t=30955
da 	答	c=2 d=4.69979e-22 t=30955
da an 	答案	c=1 d=1.48232e-13 t=30955
da ba 	大巴	c=0 d=4.14205e-15 t=30955
da ba 	大把	c=0 d=0.00192191 t=30955
da ba da ba 	大把大把	c=1 d=0.0096577 t=30955
da ba ni 	大巴你	c=1 d=4.16281e-14 t=30955
da ban 	大阪	c=2 d=8.2656e-14 t=30955
da ban guan xi 	大阪關西	c=1 d=4.06003e-14 t=30955
da ban nian 	大半年	c=1 d=8.23816e-15 t=30955
da bao 	大寶	c=0 d=1.18506e-28 t=30955
da bao 	打包	c=19 d=0.000161853 t=30955
da bao ka 	大寶卡	c=1 d=1.191e-27 t=30955
da bao shi jian 	打包時間	c=1 d=4.1938e-13 t=30955
da bao zha 	大爆炸	c=1 d=1.95623e-12 t=30955
da bu 	打不	c=0 d=1.11761e-15 t=30955
da bu fen 	大部分	c=1 d=2.65433e-14 t=30955
da bu kai 	打不開	c=2 d=2.44989e-12 t=30955
da bu le 	打不了	c=1 d=1.12321e-14 t=30955
da che 	打車	c=1 d=1.03668e-12 t=30955
da chu 	打出	c=1 d=5.70415e-14 t=30955
da dian hua 	打電話	c=2 d=1.12535e-07 t=30955
da duan 	打斷	c=0 d=4.70251e-08 t=30955
da duan dian 	打斷點	c=1 d=4.72608e-07 t=30955
da fu 	答覆	c=28 d=1.71245e-05 t=30955
da hua 	大話	c=1 d=9.10303e-13 t=30955
da jian 	搭建	c=9 d=0.294458 t=30955
da jiao tang 	大教堂	c=1 d=0.594521 t=30955
da ka 	打卡	c=1 d=2.87589e-16 t=30955
da kai 	打開	c=35 d=0.000330865 t=30955
da liang 	大量	c=1 d=4.64686e-14 t=30955
da men 	大門	c=1 d=6.41479e-13 t=30955
da nao 	大腦	c=1 d=0.00227676 t=30955
da quan 	大全	c=4 d=0.559898 t=30955
da run fa 	大潤發	c=2 d=1.42787e-12 t=30955
da san 	大三	c=1 d=9.76473e-15 t=30955
da shen 	大神	c=6 d=0.000492113 t=30955
da suan 	打算	c=2 d=4.4501e-05 t=30955
da wang 	大王	c=1 d=0.774924 t=30955
da wang ka 	大王卡	c=1 d=0.000112788 t=30955
da xiao 	大小	c=6 d=0.242112 t=30955
da xiao xie 	大小寫	c=4 d=4.85508e-13 t=30955
da xie 	大寫	c=3 d=3.54671e-12 t=30955
da xing 	大型	c=2 d=1.73532e-14 t=30955
da xue 	大學	c=1 d=2.3589e-14 t=30955
da yi 	答疑	c=2 d=4.10896e-18 t=30955
da yin 	打印	c=10 d=0.558331 t=30955
da you 	大有	c=1 d=1.74824e-13 t=30955
da yu 	大於	c=11 d=7.29396e-05 t=30955
da zhan 	大展	c=1 d=5.23932e-14 t=30955
da zhi 	大致	c=1 d=2.60177e-14 t=30955
da zhuan 	大專	c=1 d=9.21831e-14 t=30955
da zi 	打字	c=1 d=1.55429e-12 t=30955
dai 	代	c=6 d=8.18678e-12 t=30955
dai 	帶	c=1 d=2.91886e-14 t=30955
dai 	待	c=5 d=7.49521e-12 t=30955
dai bian ji 	代編輯	c=1 d=5.42594e-14 t=30955
dai biao 	代表	c=3 d=2.06929e-12 t=30955
dai chu 	帶出	c=3 d=2.26284e-08 t=30955
dai dao 	帶到	c=4 d=0.0761538 t=30955
dai ge shi hua 	代格式化	c=1 d=2.39016e-16 t=30955
dai hao 	代號	c=1 d=5.57673e-13 t=30955
dai li 	代理	c=2 d=1.92639 t=30955
dai ma 	代碼	c=71 d=6.77287e-05 t=30955
dai ma da quan 	代碼大全	c=1 d=5.79033e-14 t=30955
dai ma gui fan 	代碼規範	c=1 d=7.45292e-13 t=30955
dai shi qu 	代時區	c=1 d=1.48232e-13 t=30955
dai shu 	代數	c=2 d=6.38225e-13 t=30955
dai su 	怠速	c=0 d=5.37196e-15 t=30955
dai ti 	代替	c=2 d=0.00951391 t=30955
dai zhe 	呆着	c=1 d=9.83906e-16 t=30955
dai zhu shi 	帶註釋	c=1 d=5.92662e-23 t=30955
dan 	但	c=7 d=1.28991e-12 t=30955
dan 	單	c=20 d=1.65673e-06 t=30955
dan biao 	單表	c=8 d=6.85418e-12 t=30955
dan ceng 	單層	c=2 d=0.0799163 t=30955
dan ci 	單詞	c=3 d=0.002977 t=30955
dan dang 	擔當	c=1 d=4.29213e-12 t=30955
dan fang 	單方	c=0 d=3.2853e-24 t=30955
dan ge 	單個	c=7 d=0.0449436 t=30955
dan ge jie dian 	單個節點	c=1 d=8.85685e-14 t=30955
dan hang 	單行	c=1 d=1.56209e-12 t=30955
dan hao 	單號	c=49 d=0.0156334 t=30955
dan jia 	單價	c=34 d=1.43251e-07 t=30955
dan ju 	單據	c=5 d=5.37193e-10 t=30955
dan mo kuai 	單模塊	c=3 d=6.70994e-12 t=30955
dan sheng 	誕生	c=1 d=4.87249e-13 t=30955
dan shi 	但是	c=3 d=9.61772e-13 t=30955
dan wei 	單位	c=48 d=1.00323e-07 t=30955
dan ye mian 	但頁面	c=1 d=2.64064e-12 t=30955
dan yi 	單一	c=1 d=1.49335e-12 t=30955
dan yin hao 	單引號	c=2 d=9.33543e-15 t=30955
dan yuan 	單元	c=16 d=4.21373e-12 t=30955
dan yuan ge 	單元格	c=5 d=1.56209e-12 t=30955
dan zai 	但在	c=1 d=3.23474e-17 t=30955
dan zi 	單子	c=1 d=4.16494e-20 t=30955
dang 	檔	c=0 d=3.31549e-14 t=30955
dang 	當	c=3 d=0.0256042 t=30955
dang qian 	當前	c=55 d=0.367785 t=30955
dang qian ceng 	當前層	c=2 d=0.12768 t=30955
dang qian hang 	當前行	c=1 d=1.22899e-14 t=30955
dang ran 	當然	c=1 d=8.9907e-14 t=30955
dang shi 	當時	c=1 d=6.01108e-13 t=30955
dao 	到	c=78 d=1.15176 t=30955
dao 	道	c=1 d=5.93692e-14 t=30955
dao chu 	到處	c=1 d=1.37877e-14 t=30955
dao chu 	導出	c=19 d=1.32948 t=30955
dao da 	到達	c=0 d=3.44189e-13 t=30955
dao da di 	到達地	c=1 d=3.45915e-12 t=30955
dao hang 	導航	c=2 d=3.08336e-12 t=30955
dao huo 	到貨	c=1 d=5.19623e-13 t=30955
dao le 	到了	c=2 d=3.27403e-12 t=30955
dao lun 	導論	c=1 d=4.40955e-15 t=30955
dao mian 	到麪	c=2 d=7.42074e-13 t=30955
dao ru 	導入	c=20 d=0.851195 t=30955
dao ru shu ju 	導入數據	c=1 d=6.26601e-31 t=30955
dao ru wen jian 	導入文件	c=1 d=7.99332e-13 t=30955
dao shi 	倒是	c=1 d=9.9603e-13 t=30955
dao shu 	倒數	c=3 d=3.84015e-06 t=30955
dao shu 	導數	c=3 d=0.0523428 t=30955
dao xian 	導線	c=1 d=5.93692e-14 t=30955
dao zhi 	導致	c=1 d=1.53538e-15 t=30955
de 	的	c=1183 d=6.0039 t=30955
de dao 	得到	c=2 d=1.81478e-13 t=30955
de er 	德爾	c=0 d=7.14341e-15 t=30955
de shi hou 	的時候	c=1 d=3.28362e-17 t=30955
de shu ju 	的數據	c=1 d=8.88128e-17 t=30955
de ti du 	的梯度	c=1 d=0.0706512 t=30955
den 	㩐	c=0 d=3.88138e-15 t=30955
den an 	㩐按	c=1 d=3.95979e-14 t=30955
deng 	登	c=1 d=1.01125e-14 t=30955
deng 	等	c=11 d=3.27913e-12 t=30955
deng ai 	等唉	c=2 d=7.91968e-14 t=30955
deng an 	登岸	c=0 d=3.88138e-15 t=30955
deng dai 	等待	c=1 d=1.39937e-12 t=30955
deng dao 	等到	c=1 d=1.10078e-12 t=30955
deng deng 	等等	c=3 d=4.37865e-12 t=30955
deng hao 	等號	c=1 d=2.20602e-14 t=30955
deng hui 	等會	c=3 d=1.33151e-06 t=30955
deng ji 	等級	c=1 d=2.06115e-09 t=30955
deng lu 	登錄	c=143 d=0.951886 t=30955
deng lu re 	登陸熱	c=1 d=1.66784e-18 t=30955
deng lu ren 	登錄人	c=6 d=5.33184e-09 t=30955
deng lu ye mian 	登錄頁面	c=1 d=4.47698e-17 t=30955
deng wo 	等我	c=1 d=2.83259e-14 t=30955
deng xia 	燈下	c=2 d=2.55511e-07 t=30955
deng xia 	等下	c=2 d=9.49373e-05 t=30955
deng yu 	等於	c=12 d=0.0267644 t=30955
deng zhe 	等着	c=3 d=0.000101546 t=30955
di 	低	c=1 d=6.74484e-15 t=30955
di 	地	c=1 d=3.85561e-12 t=30955
di 	第	c=38 d=2.02153 t=30955
di ba 	第八	c=1 d=2.05849e-13 t=30955
di ba shi qu 	第八時區	c=2 d=7.42643e-12 t=30955
di ceng 	底層	c=2 d=3.50727e-14 t=30955
di duan 	低端	c=2 d=0.452341 t=30955
di er 	滴耳	c=1 d=1.0872e-13 t=30955
di fang 	地方	c=5 d=4.15207e-13 t=30955
di gui 	遞歸	c=4 d=1.66736e-19 t=30955
di guo 	帝國	c=6 d=3.10418 t=30955
di guo shi dai 	帝國時代	c=5 d=3.12266 t=30955
di que 	的確	c=2 d=6.96706e-14 t=30955
di san 	第三	c=1 d=0.0279431 t=30955
di san ceng 	第三層	c=1 d=0.280832 t=30955
di san fang 	第三方	c=1 d=3.59224e-15 t=30955
di shi ni 	迪士尼	c=1 d=8.17729e-16 t=30955
di si 	第四	c=1 d=1.63004e-13 t=30955
di tie 	地鐵	c=1 d=8.1759e-14 t=30955
di tu 	地圖	c=2 d=3.52902e-12 t=30955
di yi 	第一	c=1 d=2.72106e-12 t=30955
di yi bu 	第一步	c=2 d=4.46403e-10 t=30955
di yi ceng 	第一層	c=1 d=1.28246e-15 t=30955
di yi ci 	第一次	c=1 d=1.22582e-13 t=30955
di yi ge 	第一個	c=3 d=1.73967e-13 t=30955
di yi hang 	第一行	c=5 d=7.2689e-13 t=30955
di yi tiao 	第一條	c=5 d=2.03843e-27 t=30955
di yu 	地域	c=2 d=4.25165e-28 t=30955
di zhi 	地址	c=43 d=0.645532 t=30955
di zhi lan 	地址欄	c=1 d=3.67305e-12 t=30955
dian 	墊	c=1 d=1.06292e-12 t=30955
dian 	店	c=1 d=3.34017e-12 t=30955
dian 	電	c=1 d=2.53673e-14 t=30955
dian 	點	c=7 d=4.7026e-08 t=30955
dian ban 	點半	c=1 d=4.77681e-15 t=30955
dian bao 	電報	c=4 d=9.0847e-13 t=30955
dian cheng 	點乘	c=1 d=0.357007 t=30955
dian chi 	電池	c=2 d=4.72014e-14 t=30955
dian ci 	電磁	c=1 d=2.53098e-13 t=30955
dian de 	點的	c=0 d=1.47036e-07 t=30955
dian de fan 	點的飯	c=1 d=1.47774e-06 t=30955
dian dui dian 	點對點	c=1 d=7.49028e-13 t=30955
dian fu 	顛覆	c=1 d=9.81199e-13 t=30955
dian hua 	電話	c=7 d=4.53558e-13 t=30955
dian hua 	點畫	c=1 d=5.00878e-14 t=30955
dian ji 	點擊	c=36 d=0.00449787 t=30955
dian ji hang 	點擊行	c=1 d=1.45797e-24 t=30955
dian ji hou 	點擊後	c=1 d=3.44365e-18 t=30955
dian ji shi 	點擊時	c=1 d=7.64158e-13 t=30955
dian kan chu 	店看出	c=1 d=2.72857e-15 t=30955
dian li 	店裏	c=2 d=7.69185e-10 t=30955
dian liu 	電流	c=1 d=6.08721e-14 t=30955
dian lu 	電路	c=5 d=1.87651e-12 t=30955
dian ma 	電碼	c=2 d=1.0852e-13 t=30955
dian nao 	電腦	c=5 d=0.000273284 t=30955
dian nao shang 	電腦上	c=1 d=2.78321e-13 t=30955
dian ran 	點燃	c=2 d=1.18485e-12 t=30955
dian wo 	點我	c=1 d=6.01108e-13 t=30955
dian xian 	電線	c=1 d=2.146e-13 t=30955
dian xin 	電信	c=2 d=8.95068e-19 t=30955
dian xing 	典型	c=1 d=1.84231e-12 t=30955
dian ya 	電壓	c=2 d=1.48975e-13 t=30955
dian ying 	電影	c=2 d=0.00631391 t=30955
dian yuan 	電源	c=1 d=3.34017e-12 t=30955
dian zi 	電子	c=2 d=9.6424e-08 t=30955
dian zi dang 	電子檔	c=1 d=3.33211e-13 t=30955
dian zu 	電阻	c=1 d=6.02664e-14 t=30955
diao 	掉	c=4 d=2.28433e-12 t=30955
diao nao 	掉鬧	c=1 d=3.99891e-12 t=30955
diao xia qu 	掉下去	c=1 d=4.0391e-12 t=30955
diao yong 	調用	c=61 d=8.76038e-06 t=30955
die dai 	迭代	c=1 d=1.28224e-13 t=30955
ding 	丁	c=1 d=1.55478e-12 t=30955
ding 	釘	c=2 d=5.68036e-16 t=30955
ding dan 	訂單	c=32 d=0.007783 t=30955
ding dan hao 	訂單號	c=2 d=2.34204e-12 t=30955
ding dan jie shou zhe 	訂單接收者	c=1 d=1.88895e-12 t=30955
ding huo 	訂貨	c=7 d=1.44199e-13 t=30955
ding huo ren 	訂貨人	c=8 d=1.22148e-11 t=30955
ding jia 	定價	c=1 d=3.02859e-07 t=30955
ding lv 	定率	c=3 d=6.59971e-05 t=30955
ding shi 	定時	c=6 d=0.000274654 t=30955
ding wei 	定位	c=4 d=4.87598e-12 t=30955
ding yi 	定義	c=32 d=1.08911 t=30955
ding yi zai 	定義在	c=2 d=3.69609e-19 t=30955
ding zhi 	定製	c=6 d=2.32109e-16 t=30955
diu bao 	丟包	c=1 d=2.98299e-05 t=30955
diu shi 	丟失	c=5 d=1.98008e-07 t=30955
dong 	動	c=2 d=3.09282e-16 t=30955
dong 	懂	c=1 d=2.67408e-13 t=30955
dong 	東	c=1 d=8.09318e-12 t=30955
dong 	棟	c=2 d=3.95912e-12 t=30955
dong guo 	動過	c=0 d=3.7363e-08 t=30955
dong hua 	動畫	c=6 d=0.0177239 t=30955
dong jie 	凍結	c=1 d=6.46363e-14 t=30955
dong lu 	東路	c=0 d=4.89775e-16 t=30955
dong qing 	冬青	c=0 d=2.43762e-13 t=30955
dong qing hei 	冬青黑	c=1 d=2.44984e-12 t=30955
dong shou 	動手	c=2 d=7.15582e-05 t=30955
dong tai 	動態	c=5 d=6.92783e-12 t=30955
dong wu 	動物	c=1 d=1.26948e-13 t=30955
dong xi 	東西	c=1 d=1.99094e-13 t=30955
dou 	都	c=14 d=5.07006e-07 t=30955
dou 	鬥	c=1 d=2.65388e-12 t=30955
dou ban 	豆瓣	c=8 d=3.49717e-12 t=30955
dou bu dong 	都不懂	c=1 d=1.30499e-14 t=30955
dou hao 	逗號	c=3 d=0.726149 t=30955
dou hui 	都會	c=2 d=0.00012909 t=30955
dou jie shou 	都接受	c=2 d=1.1388e-12 t=30955
dou ke yi 	都可以	c=1 d=6.30405e-14 t=30955
dou mei 	都沒	c=1 d=3.08977e-07 t=30955
dou mei you 	都沒有	c=1 d=4.51812e-07 t=30955
dou neng 	都能	c=1 d=2.24478e-13 t=30955
dou shi 	都是	c=5 d=0.00618895 t=30955
dou shi yao 	都是要	c=1 d=1.09529e-12 t=30955
dou yao 	都要	c=0 d=2.12465e-14 t=30955
dou yao jia 	都要加	c=1 d=2.1353e-13 t=30955
dou yi yang 	都一樣	c=1 d=3.04377e-07 t=30955
dou you 	都有	c=3 d=0.00470279 t=30955
du 	度	c=2 d=3.26613e-13 t=30955
du 	讀	c=15 d=3.41479e-07 t=30955
du du 	讀讀	c=1 d=6.97914e-05 t=30955
du li 	獨立	c=1 d=8.8355e-15 t=30955
du qu 	讀取	c=21 d=0.96276 t=30955
du shu 	讀書	c=1 d=5.74855e-17 t=30955
du xian 	獨顯	c=1 d=1.29512e-13 t=30955
du xie 	讀寫	c=2 d=4.06708e-05 t=30955
du yuan 	讀原	c=1 d=5.70415e-14 t=30955
du yuan 	讀遠	c=1 d=5.43998e-15 t=30955
du zi 	獨自	c=1 d=0.00414854 t=30955
duan 	段	c=2 d=0.0017643 t=30955
duan 	短	c=0 d=8.45993e-05 t=30955
duan 	端	c=1 d=3.54671e-12 t=30955
duan bian liang 	短變量	c=1 d=0.000850233 t=30955
duan kou 	端口	c=10 d=0.937067 t=30955
duan xin 	短信	c=1 d=6.90969e-05 t=30955
duan zao 	鍛造	c=1 d=9.17231e-14 t=30955
dui 	兌	c=6 d=1.75369e-30 t=30955
dui 	對	c=31 d=1.03125 t=30955
dui a 	對啊	c=1 d=7.36096e-14 t=30955
dui bi 	對比	c=6 d=0.00412817 t=30955
dui bi jin e 	對比金額	c=1 d=2.06467e-29 t=30955
dui bu dui 	對不對	c=2 d=3.99411e-13 t=30955
dui fang 	對方	c=1 d=3.51812e-05 t=30955
dui hua 	對話	c=1 d=2.64883e-19 t=30955
dui huan 	兌換	c=4 d=1.75063e-30 t=30955
dui jie 	對接	c=9 d=1.20349e-11 t=30955
dui lie 	隊列	c=10 d=6.26756e-12 t=30955
dui qi 	對齊	c=2 d=3.64467e-09 t=30955
dui xiang 	對象	c=56 d=1.50422e-05 t=30955
dui ying 	對應	c=37 d=0.0672438 t=30955
dui yu 	對於	c=3 d=1.22582e-13 t=30955
dui zhao 	對照	c=3 d=5.22553e-13 t=30955
dui zhe 	對着	c=1 d=5.53553e-14 t=30955
duo 	多	c=21 d=4.56832e-09 t=30955
duo bian 	多變	c=1 d=6.7112e-15 t=30955
duo biao 	多表	c=2 d=8.57292e-13 t=30955
duo bu hao yi si 	多不好意思	c=1 d=5.02173e-15 t=30955
duo ceng 	多層	c=2 d=0.591954 t=30955
duo ci 	多次	c=3 d=4.68592e-13 t=30955
duo duo 	多多	c=1 d=1.47112e-12 t=30955
duo fen zhi 	多分支	c=1 d=5.23932e-14 t=30955
duo ge 	多個	c=17 d=0.00456202 t=30955
duo ge tiao jian 	多個條件	c=1 d=1.05924e-30 t=30955
duo hang 	多行	c=5 d=3.99716e-12 t=30955
duo ji 	多級	c=3 d=2.29657e-11 t=30955
duo le 	多了	c=1 d=2.46254e-14 t=30955
duo nan 	多難	c=0 d=1.87047e-15 t=30955
duo nan shou le 	多難受了	c=1 d=1.87985e-14 t=30955
duo shao 	多少	c=3 d=1.66399e-12 t=30955
duo she bei 	多設備	c=1 d=3.202e-15 t=30955
duo shu ju 	多數據	c=1 d=1.67535e-12 t=30955
duo shuo 	多說	c=1 d=3.20146e-13 t=30955
duo tiao 	多條	c=4 d=0.704688 t=30955
duo tiao jian 	多條件	c=1 d=7.07232e-14 t=30955
duo xiang mu 	多項目	c=1 d=2.26264e-18 t=30955
duo yu 	多餘	c=3 d=1.22899e-14 t=30955
duo yu yan 	多語言	c=2 d=1.70096e-14 t=30955
duo zhang 	多張	c=1 d=1.0487e-30 t=30955
e 	額	c=12 d=4.42691e-06 t=30955
e bu 	惡補	c=1 d=2.02626e-14 t=30955
e le me 	餓了麼	c=4 d=1.1239e-13 t=30955
e mo 	惡魔	c=1 d=2.22547e-29 t=30955
en 	嗯	c=38 d=0.0243714 t=30955
en 	恩	c=3 d=0.000219121 t=30955
en en 	嗯嗯	c=1 d=3.72919e-14 t=30955
er 	二	c=1 d=5.46819e-17 t=30955
er 	而	c=8 d=0.000251014 t=30955
er cha shu 	二叉樹	c=1 d=3.95912e-12 t=30955
er dai 	二代	c=1 d=7.39535e-10 t=30955
er jin zhi 	二進制	c=8 d=2.61951e-12 t=30955
er qie 	而且	c=4 d=1.75548e-06 t=30955
er san 	二三	c=0 d=0.000887071 t=30955
er san xian 	二三線	c=3 d=0.027106 t=30955
fa 	法	c=2 d=5.5777e-15 t=30955
fa 	發	c=5 d=5.44943e-06 t=30955
fa bu 	發佈	c=8 d=3.10946e-06 t=30955
fa bu guo qu 	發佈過去	c=1 d=4.26821e-14 t=30955
fa cuo 	發錯	c=0 d=2.61479e-07 t=30955
fa cuo le 	發錯了	c=1 d=1.3041e-06 t=30955
fa cuo ren 	發錯人	c=1 d=1.32381e-06 t=30955
fa dan 	罰單	c=0 d=1.17715e-08 t=30955
fa dan fang 	罰單方	c=1 d=1.18305e-07 t=30955
fa dao 	發到	c=1 d=7.9356e-16 t=30955
fa fang 	發放	c=1 d=8.0918e-10 t=30955
fa ge 	發個	c=1 d=7.16069e-13 t=30955
fa gei 	發給	c=0 d=7.82971e-06 t=30955
fa gei ni 	發給你	c=2 d=3.54866e-12 t=30955
fa gei wo 	發給我	c=2 d=0.000162664 t=30955
fa gong zi 	發工資	c=1 d=0.00843808 t=30955
fa hui 	發回	c=1 d=3.06423e-27 t=30955
fa hui 	發揮	c=2 d=1.43608e-12 t=30955
fa huo 	發貨	c=25 d=4.87514e-12 t=30955
fa huo fang 	發貨方	c=49 d=0.000395174 t=30955
fa huo shu liang 	發貨數量	c=2 d=2.6771e-21 t=30955
fa ming 	發明	c=1 d=2.24478e-13 t=30955
fa pan 	法盤	c=1 d=7.00195e-14 t=30955
fa pan 	發盤	c=5 d=5.15857e-13 t=30955
fa piao 	發票	c=32 d=0.00381711 t=30955
fa qi 	發起	c=3 d=4.19517e-05 t=30955
fa sheng 	發生	c=1 d=7.19781e-15 t=30955
fa sheng 	發聲	c=1 d=4.44238e-14 t=30955
fa song 	發送	c=26 d=0.000101039 t=30955
fa xia lai 	發下來	c=1 d=7.7785e-16 t=30955
fa xian 	發現	c=2 d=2.11405e-13 t=30955
fa xing zhe 	發行者	c=1 d=1.42764e-12 t=30955
fa xu 	發虛	c=1 d=1.27914e-14 t=30955
fa yan 	發炎	c=2 d=7.62754e-13 t=30955
fa yun 	發運	c=9 d=1.44382e-21 t=30955
fa yun bao zhuang 	發運包裝	c=1 d=1.23599e-22 t=30955
fan 	番	c=1 d=6.69388e-14 t=30955
fan 	返	c=1 d=3.74394e-31 t=30955
fan 	飯	c=0 d=1.47036e-07 t=30955
fan hao 	番號	c=0 d=1.95623e-13 t=30955
fan hui 	返回	c=47 d=0.00107016 t=30955
fan hui zhi 	返回值	c=4 d=1.12662e-12 t=30955
fan qie 	番茄	c=1 d=4.9342e-14 t=30955
fan she 	反射	c=5 d=2.59601e-12 t=30955
fan she 	販社	c=74 d=1.15444e-11 t=30955
fan she shang pin 	販社商品	c=2 d=0.000528747 t=30955
fan shen 	翻身	c=1 d=2.31913e-14 t=30955
fan xiang 	反向	c=14 d=0.45705 t=30955
fan xing 	泛型	c=2 d=4.50258e-14 t=30955
fan ye 	翻頁	c=1 d=1.44921e-12 t=30955
fan yi 	翻譯	c=10 d=0.000283018 t=30955
fan yi cheng 	翻譯成	c=1 d=4.8851e-14 t=30955
fan ying 	反映	c=1 d=0.000449405 t=30955
fan zheng 	反正	c=1 d=7.62057e-10 t=30955
fan zhuan 	反轉	c=2 d=7.58256e-10 t=30955
fang 	方	c=20 d=0.000457415 t=30955
fang an 	方案	c=3 d=1.03152e-12 t=30955
