# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	30955
#@/user_id	win7
a 	啊	c=27 d=3.3874 t=29248
chuang 	創	c=1 d=1 t=30929
chuang 	牀	c=1 d=0.108609 t=25716
chuang 	窗	c=2 d=0.011475 t=25716
chuang jian 	創建	c=41 d=1.99366 t=29575
chuang jian ren 	創建人	c=3 d=0.217762 t=25716
chuang kou 	窗口	c=7 d=0.646632 t=25716
chuang shang 	牀上	c=1 d=8.23395e-009 t=25716
chuang shi ji 	創世紀	c=1 d=6.95261e-019 t=25716
chuang zao 	創造	c=1 d=0.138069 t=25716
chun 	春	c=1 d=1 t=28936
chun 	純	c=2 d=1 t=28785
chun li run 	純利潤	c=5 d=4.67292 t=28839
chuo 	戳	c=1 d=5.61634e-008 t=25716
ci 	次	c=7 d=1 t=30555
ci 	此	c=4 d=0.142987 t=25716
ci ci 	此次	c=1 d=6.63989e-007 t=25716
ci dian 	詞典	c=4 d=1.99005 t=30771
ci fang fa 	次方法	c=1 d=1.34057e-007 t=25716
ci hui 	詞彙	c=1 d=0.00135358 t=25716
ci ji 	次級	c=1 d=8.37717e-006 t=25716
ci ku 	詞庫	c=1 d=0.000825105 t=25716
ci lei 	此類	c=2 d=0.0171167 t=25716
ci shi 	此時	c=2 d=0.748264 t=25716
ci shu 	次數	c=2 d=1 t=30662
ci xu 	次序	c=2 d=0.0248077 t=25716
ci zhi 	辭職	c=1 d=0.00741187 t=25716
ci zhi le 	辭職了	c=1 d=0.0720785 t=25716
cong 	從	c=49 d=1.26581 t=30612
cong shu 	叢書	c=1 d=0.0157644 t=25716
cong wu 	從無	c=1 d=0.113608 t=25716
cun 	存	c=1 d=0.000471307 t=25716
cun 	寸	c=3 d=0.158867 t=25716
cun chu 	存儲	c=10 d=1.15267 t=25796
cun de 	存的	c=1 d=0.000461975 t=25716
cun fang 	存放	c=5 d=1.16429 t=26247
cun fang zai 	存放在	c=4 d=0.0510152 t=25716
cun ru 	存入	c=2 d=1 t=26386
cun you 	存有	c=1 d=0.000343955 t=25716
cun zai 	存在	c=31 d=1.06742 t=26441
cuo 	錯	c=1 d=1 t=28906
cuo le 	錯了	c=1 d=3.8901e-011 t=25716
cuo shi 	措施	c=2 d=0.756274 t=25716
cuo wu 	錯誤	c=32 d=1.00012 t=27793
cuo zuo 	錯做	c=2 d=1.00049 t=26668
da 	大	c=5 d=0.113569 t=27632
da 	打	c=8 d=0.579842 t=25716
da 	答	c=2 d=1.11795e-010 t=25716
da an 	答案	c=1 d=0.0352602 t=25716
da ba 	大巴	c=0 d=0.1 t=24792
da ba 	大把	c=0 d=0.2 t=30026
da ba da ba 	大把大把	c=1 d=1 t=30027
da ba ni 	大巴你	c=1 d=1 t=24793
da ban 	大阪	c=2 d=2.04605 t=24787
da ban guan xi 	大阪關西	c=1 d=1 t=24788
da ban nian 	大半年	c=1 d=0.00195963 t=25716
da bao 	大寶	c=0 d=2.81894e-017 t=25716
da bao 	打包	c=19 d=1.93707 t=29077
da bao ka 	大寶卡	c=1 d=2.83307e-016 t=25716
da bao shi jian 	打包時間	c=1 d=0.0997588 t=25716
da bao zha 	大爆炸	c=1 d=0.465334 t=25716
da bu 	打不	c=0 d=0.000265848 t=25716
da bu fen 	大部分	c=1 d=0.00631391 t=25716
da bu kai 	打不開	c=2 d=0.58276 t=25716
da bu le 	打不了	c=1 d=0.00267181 t=25716
da che 	打車	c=1 d=0.246597 t=25716
da chu 	打出	c=1 d=0.0135686 t=25716
da dian hua 	打電話	c=2 d=1 t=27755
da duan 	打斷	c=0 d=0.1 t=28041
da duan dian 	打斷點	c=1 d=1 t=28042
da fu 	答覆	c=28 d=1 t=28760
da hua 	大話	c=1 d=0.216536 t=25716
da jian 	搭建	c=9 d=1.00741 t=30709
da jiao tang 	大教堂	c=1 d=1 t=30851
da ka 	打卡	c=1 d=6.84094e-005 t=25716
da kai 	打開	c=35 d=1.85188 t=29229
da liang 	大量	c=1 d=0.0110536 t=25716
da men 	大門	c=1 d=0.15259 t=25716
da nao 	大腦	c=1 d=1 t=29738
da quan 	大全	c=4 d=1 t=30839
da run fa 	大潤發	c=2 d=0.33965 t=25716
da san 	大三	c=1 d=0.00232276 t=25716
da shen 	大神	c=6 d=1.9802 t=29295
da suan 	打算	c=2 d=1 t=28951
da wang 	大王	c=1 d=1.00001 t=30904
da wang ka 	大王卡	c=1 d=1 t=29137
da xiao 	大小	c=6 d=1.07966 t=30656
da xiao xie 	大小寫	c=4 d=0.115489 t=25716
da xie 	大寫	c=3 d=0.843665 t=25716
da xing 	大型	c=2 d=0.00412784 t=25716
da xue 	大學	c=1 d=0.00561118 t=25716
da yi 	答疑	c=2 d=9.77409e-007 t=25716
da yin 	打印	c=10 d=2.34479 t=30668
da you 	大有	c=1 d=0.0415857 t=25716
da yu 	大於	c=11 d=2.91282 t=28836
da zhan 	大展	c=1 d=0.0124629 t=25716
da zhi 	大致	c=1 d=1 t=24699
da zhuan 	大專	c=1 d=0.0219278 t=25716
da zi 	打字	c=1 d=0.369723 t=25716
dai 	代	c=6 d=1.31193 t=25795
dai 	帶	c=1 d=0.00694315 t=25716
dai 	待	c=5 d=1.01841 t=25828
dai bian ji 	代編輯	c=1 d=1 t=24846
dai biao 	代表	c=3 d=0.492227 t=25716
dai chu 	帶出	c=3 d=1.7788 t=27319
dai dao 	帶到	c=4 d=1 t=30440
dai ge shi hua 	代格式化	c=1 d=5.68554e-005 t=25716
dai hao 	代號	c=1 d=0.132655 t=25716
dai li 	代理	c=2 d=0.70822 t=25716
dai ma 	代碼	c=71 d=1 t=29035
dai ma da quan 	代碼大全	c=1 d=0.0137736 t=25716
dai ma gui fan 	代碼規範	c=1 d=1 t=25370
dai shi qu 	代時區	c=1 d=0.0352602 t=25716
dai shu 	代數	c=2 d=0.151816 t=25716
dai su 	怠速	c=0 d=0.00127784 t=25716
dai ti 	代替	c=2 d=1 t=30024
dai zhe 	呆着	c=1 d=0.000234044 t=25716
dai zhu shi 	帶註釋	c=1 d=1.40978e-011 t=25716
dan 	但	c=7 d=0.306835 t=25716
dan 	單	c=20 d=1.97257 t=28157
dan biao 	單表	c=8 d=1.63042 t=25716
dan ceng 	單層	c=2 d=1.56553 t=30360
dan ci 	單詞	c=3 d=1.99005 t=29654
dan dang 	擔當	c=1 d=1.02098 t=25716
dan fang 	單方	c=0 d=7.81481e-013 t=25716
dan ge 	單個	c=7 d=1.82696 t=30214
dan ge jie dian 	單個節點	c=1 d=1 t=24944
dan hang 	單行	c=1 d=0.371577 t=25716
dan hao 	單號	c=49 d=4.79059 t=29810
dan jia 	單價	c=34 d=1.44967 t=27729
dan ju 	單據	c=5 d=1.01039 t=26684
dan mo kuai 	單模塊	c=3 d=1.59611 t=25716
dan sheng 	誕生	c=1 d=0.115903 t=25716
dan shi 	但是	c=3 d=0.228779 t=25716
dan wei 	單位	c=48 d=1.00013 t=27732
dan ye mian 	但頁面	c=1 d=0.628135 t=25716
dan yi 	單一	c=1 d=0.355226 t=25716
dan yin hao 	單引號	c=2 d=0.00222064 t=25716
dan yuan 	單元	c=16 d=1.00233 t=25716
dan yuan ge 	單元格	c=5 d=0.371577 t=25716
dan zai 	但在	c=1 d=7.69454e-006 t=25716
dan zi 	單子	c=1 d=9.90724e-009 t=25716
dang 	檔	c=0 d=0.00788664 t=25716
dang 	當	c=3 d=1 t=30222
dang qian 	當前	c=55 d=3.93434 t=30481
dang qian ceng 	當前層	c=2 d=1.90937 t=30414
dang qian hang 	當前行	c=1 d=1 t=24549
dang ran 	當然	c=1 d=0.0213864 t=25716
dang shi 	當時	c=1 d=0.142987 t=25716
dao 	到	c=78 d=1.41381 t=30914
dao 	道	c=1 d=0.0141223 t=25716
dao chu 	到處	c=1 d=0.00327971 t=25716
dao chu 	導出	c=19 d=2.00328 t=30873
dao da 	到達	c=0 d=0.0818731 t=25716
dao da di 	到達地	c=1 d=0.822835 t=25716
dao hang 	導航	c=2 d=0.733447 t=25716
dao huo 	到貨	c=1 d=0.123604 t=25716
dao le 	到了	c=2 d=0.778801 t=25716
dao lun 	導論	c=1 d=0.00104891 t=25716
dao mian 	到麪	c=2 d=0.176519 t=25716
dao ru 	導入	c=20 d=1.0501 t=30913
dao ru shu ju 	導入數據	c=1 d=1.49051e-019 t=25716
dao ru wen jian 	導入文件	c=1 d=0.190139 t=25716
dao shi 	倒是	c=1 d=0.236928 t=25716
dao shu 	倒數	c=3 d=1 t=28461
dao shu 	導數	c=3 d=2.45975 t=30185
dao xian 	導線	c=1 d=0.0141223 t=25716
dao zhi 	導致	c=1 d=0.000365224 t=25716
de 	的	c=1183 d=16.4021 t=30754
de dao 	得到	c=2 d=0.0431685 t=25716
de er 	德爾	c=0 d=0.00169922 t=25716
de shi hou 	的時候	c=1 d=7.81082e-006 t=25716
de shu ju 	的數據	c=1 d=2.11261e-005 t=25716
de ti du 	的梯度	c=1 d=1 t=30425
den 	㩐	c=0 d=0.1 t=24779
den an 	㩐按	c=1 d=1 t=24783
deng 	登	c=1 d=0.00240549 t=25716
deng 	等	c=11 d=0.780015 t=25716
deng ai 	等唉	c=2 d=1.99005 t=24784
deng an 	登岸	c=0 d=0.1 t=24779
deng dai 	等待	c=1 d=0.332871 t=25716
deng dao 	等到	c=1 d=0.261846 t=25716
deng deng 	等等	c=3 d=1.04156 t=25716
deng hao 	等號	c=1 d=0.00524752 t=25716
deng hui 	等會	c=3 d=1.96561 t=28114
deng ji 	等級	c=1 d=1 t=26955
deng lu 	登錄	c=143 d=1.00069 t=30945
deng lu re 	登陸熱	c=1 d=3.96734e-007 t=25716
deng lu ren 	登錄人	c=6 d=1.00043 t=27145
deng lu ye mian 	登錄頁面	c=1 d=1.06495e-005 t=25716
deng wo 	等我	c=1 d=0.00673795 t=25716
deng xia 	燈下	c=2 d=1 t=27919
deng xia 	等下	c=2 d=1.00271 t=29102
deng yu 	等於	c=12 d=1.0401 t=30223
deng zhe 	等着	c=3 d=1 t=29116
di 	低	c=1 d=0.00160441 t=25716
di 	地	c=1 d=0.917143 t=25716
di 	第	c=38 d=7.12676 t=30703
di ba 	第八	c=1 d=0.0489657 t=25716
di ba shi qu 	第八時區	c=2 d=1.02945 t=25824
di ceng 	底層	c=2 d=0.00834283 t=25716
di duan 	低端	c=2 d=1.01682 t=30793
di er 	滴耳	c=1 d=0.0258615 t=25716
di fang 	地方	c=5 d=0.0987662 t=25716
di gui 	遞歸	c=4 d=3.9662e-008 t=25716
di guo 	帝國	c=6 d=4.79584 t=30868
di guo shi dai 	帝國時代	c=5 d=4.87288 t=30866
di que 	的確	c=2 d=0.0165727 t=25716
di san 	第三	c=1 d=0.1 t=30700
di san ceng 	第三層	c=1 d=1 t=30701
di san fang 	第三方	c=1 d=0.000854495 t=25716
di shi ni 	迪士尼	c=1 d=0.000194515 t=25716
di si 	第四	c=1 d=0.0387742 t=25716
di tie 	地鐵	c=1 d=0.0194482 t=25716
di tu 	地圖	c=2 d=0.839457 t=25716
di yi 	第一	c=1 d=0.647265 t=25716
di yi bu 	第一步	c=2 d=1.0002 t=26649
di yi ceng 	第一層	c=1 d=0.000305061 t=25716
di yi ci 	第一次	c=1 d=1 t=25009
di yi ge 	第一個	c=3 d=0.0413819 t=25716
di yi hang 	第一行	c=5 d=0.172907 t=25716
di yi tiao 	第一條	c=5 d=4.84886e-016 t=25716
di yu 	地域	c=2 d=1.01135e-016 t=25716
di zhi 	地址	c=43 d=2.01843 t=30727
di zhi lan 	地址欄	c=1 d=0.873716 t=25716
dian 	墊	c=1 d=0.25284 t=25716
dian 	店	c=1 d=0.794534 t=25716
dian 	電	c=1 d=0.00603417 t=25716
dian 	點	c=7 d=0.100002 t=28041
dian ban 	點半	c=1 d=0.00113627 t=25716
dian bao 	電報	c=4 d=0.2161 t=25716
dian cheng 	點乘	c=1 d=1 t=30749
dian chi 	電池	c=2 d=0.0112279 t=25716
dian ci 	電磁	c=1 d=0.060205 t=25716
dian de 	點的	c=0 d=0.1 t=28269
dian de fan 	點的飯	c=1 d=1 t=28270
dian dui dian 	點對點	c=1 d=0.178173 t=25716
dian fu 	顛覆	c=1 d=0.2334 t=25716
dian hua 	電話	c=7 d=0.107889 t=25716
dian hua 	點畫	c=1 d=0.0119145 t=25716
dian ji 	點擊	c=36 d=1.00085 t=29874
dian ji hang 	點擊行	c=1 d=3.4681e-013 t=25716
dian ji hou 	點擊後	c=1 d=8.19149e-007 t=25716
dian ji shi 	點擊時	c=1 d=0.181772 t=25716
dian kan chu 	店看出	c=1 d=1 t=24248
dian li 	店裏	c=2 d=1.00432 t=26757
dian liu 	電流	c=1 d=0.0144798 t=25716
dian lu 	電路	c=5 d=0.44637 t=25716
dian ma 	電碼	c=2 d=0.0258139 t=25716
dian nao 	電腦	c=5 d=1 t=29314
dian nao shang 	電腦上	c=1 d=1 t=25173
dian ran 	點燃	c=2 d=0.281843 t=25716
dian wo 	點我	c=1 d=0.142987 t=25716
dian xian 	電線	c=1 d=0.0510474 t=25716
dian xin 	電信	c=2 d=2.12912e-007 t=25716
dian xing 	典型	c=1 d=0.438235 t=25716
dian ya 	電壓	c=2 d=0.035437 t=25716
dian ying 	電影	c=2 d=1 t=29942
dian yuan 	電源	c=1 d=0.794534 t=25716
dian zi 	電子	c=2 d=1.01561 t=27721
dian zi dang 	電子檔	c=1 d=0.0792617 t=25716
dian zu 	電阻	c=1 d=0.0143357 t=25716
diao 	掉	c=4 d=0.543378 t=25716
diao nao 	掉鬧	c=1 d=0.951229 t=25716
diao xia qu 	掉下去	c=1 d=0.960789 t=25716
diao yong 	調用	c=61 d=1.00474 t=28625
die dai 	迭代	c=1 d=1 t=25018
ding 	丁	c=1 d=0.369838 t=25716
ding 	釘	c=2 d=0.00013512 t=25716
ding dan 	訂單	c=32 d=1.94291 t=29851
ding dan hao 	訂單號	c=2 d=0.557106 t=25716
ding dan jie shou zhe 	訂單接收者	c=1 d=0.449329 t=25716
ding huo 	訂貨	c=7 d=0.0343009 t=25716
ding huo ren 	訂貨人	c=8 d=2.90556 t=25716
ding jia 	定價	c=1 d=1 t=27953
ding lv 	定率	c=3 d=2.85508 t=28820
ding shi 	定時	c=6 d=1 t=29315
ding wei 	定位	c=4 d=1.09779 t=25727
ding yi 	定義	c=32 d=1.10557 t=30952
ding yi zai 	定義在	c=2 d=8.79198e-008 t=25716
ding zhi 	定製	c=6 d=5.52123e-005 t=25716
diu bao 	丟包	c=1 d=1 t=28871
diu shi 	丟失	c=5 d=1.00004 t=27868
dong 	動	c=2 d=7.35696e-005 t=25716
dong 	懂	c=1 d=0.063609 t=25716
dong 	東	c=1 d=1 t=25847
dong 	棟	c=2 d=0.941765 t=25716
dong guo 	動過	c=0 d=0.1 t=27995
dong hua 	動畫	c=6 d=2.92168 t=29934
dong jie 	凍結	c=1 d=0.0153752 t=25716
dong lu 	東路	c=0 d=0.000116504 t=25716
dong qing 	冬青	c=0 d=0.0579842 t=25716
dong qing hei 	冬青黑	c=1 d=0.582748 t=25716
dong shou 	動手	c=2 d=1 t=29046
dong tai 	動態	c=5 d=1.64794 t=25716
dong wu 	動物	c=1 d=0.0301974 t=25716
dong xi 	東西	c=1 d=1 t=25106
dou 	都	c=14 d=1.27795 t=28007
dou 	鬥	c=1 d=0.631284 t=25716
dou ban 	豆瓣	c=8 d=0.831879 t=25716
dou bu dong 	都不懂	c=1 d=0.0031042 t=25716
dou hao 	逗號	c=3 d=1 t=30891
dou hui 	都會	c=2 d=1 t=29164
dou jie shou 	都接受	c=2 d=0.270888 t=25716
dou ke yi 	都可以	c=1 d=0.0149956 t=25716
dou mei 	都沒	c=1 d=1 t=27957
dou mei you 	都沒有	c=1 d=1 t=28033
dou neng 	都能	c=1 d=0.053397 t=25716
dou shi 	都是	c=5 d=1.00001 t=29938
dou shi yao 	都是要	c=1 d=0.26054 t=25716
dou yao 	都要	c=0 d=0.00505395 t=25716
dou yao jia 	都要加	c=1 d=0.0507928 t=25716
dou yi yang 	都一樣	c=1 d=1 t=27954
dou you 	都有	c=3 d=1.0004 t=29883
du 	度	c=2 d=0.0776922 t=25716
du 	讀	c=15 d=1.00002 t=27977
du du 	讀讀	c=1 d=1 t=29041
du li 	獨立	c=1 d=0.00210172 t=25716
du qu 	讀取	c=21 d=2.95072 t=30731
du shu 	讀書	c=1 d=1.36742e-005 t=25716
du xian 	獨顯	c=1 d=0.0308074 t=25716
du xie 	讀寫	c=2 d=1 t=28933
du yuan 	讀原	c=1 d=0.0135686 t=25716
du yuan 	讀遠	c=1 d=0.00129402 t=25716
du zi 	獨自	c=1 d=1 t=29858
duan 	段	c=2 d=1 t=29687
duan 	短	c=0 d=0.1 t=29540
duan 	端	c=1 d=0.843665 t=25716
duan bian liang 	短變量	c=1 d=1 t=29541
duan kou 	端口	c=10 d=0.474753 t=25716
duan xin 	短信	c=1 d=1 t=29039
duan zao 	鍛造	c=1 d=0.0218184 t=25716
dui 	兌	c=6 d=4.17155e-019 t=25716
dui 	對	c=31 d=6.82623 t=30577
dui a 	對啊	c=1 d=0.0175097 t=25716
dui bi 	對比	c=6 d=1.00008 t=29857
dui bi jin e 	對比金額	c=1 d=4.91127e-018 t=25716
dui bu dui 	對不對	c=2 d=0.0950088 t=25716
dui fang 	對方	c=1 d=1 t=28904
dui hua 	對話	c=1 d=6.30083e-008 t=25716
dui huan 	兌換	c=4 d=4.16427e-019 t=25716
dui jie 	對接	c=9 d=2.86276 t=25716
dui lie 	隊列	c=10 d=1.49088 t=25716
dui qi 	對齊	c=2 d=1 t=27069
dui xiang 	對象	c=56 d=1.00035 t=28734
dui ying 	對應	c=37 d=1.1979 t=30379
dui yu 	對於	c=3 d=0.0291588 t=25716
dui zhao 	對照	c=3 d=0.124301 t=25716
dui zhe 	對着	c=1 d=0.0131675 t=25716
duo 	多	c=21 d=1.00088 t=27114
duo bian 	多變	c=1 d=0.00159641 t=25716
duo biao 	多表	c=2 d=0.203926 t=25716
duo bu hao yi si 	多不好意思	c=1 d=0.00119453 t=25716
duo ceng 	多層	c=2 d=1.98511 t=30713
duo ci 	多次	c=3 d=0.111465 t=25716
duo duo 	多多	c=1 d=0.349938 t=25716
duo fen zhi 	多分支	c=1 d=1 t=24839
duo ge 	多個	c=17 d=1.00001 t=29877
duo ge tiao jian 	多個條件	c=1 d=2.51964e-019 t=25716
duo hang 	多行	c=5 d=0.950815 t=25716
duo ji 	多級	c=3 d=1.9699 t=25920
duo le 	多了	c=1 d=0.00585769 t=25716
duo nan 	多難	c=0 d=0.000444934 t=25716
duo nan shou le 	多難受了	c=1 d=0.00447164 t=25716
duo shao 	多少	c=3 d=0.395817 t=25716
duo she bei 	多設備	c=1 d=0.000761668 t=25716
duo shu ju 	多數據	c=1 d=0.398519 t=25716
duo shuo 	多說	c=1 d=0.0761538 t=25716
duo tiao 	多條	c=4 d=1 t=30885
duo tiao jian 	多條件	c=1 d=0.0168231 t=25716
duo xiang mu 	多項目	c=1 d=5.38219e-007 t=25716
duo yu 	多餘	c=3 d=0.00292342 t=25716
duo yu yan 	多語言	c=2 d=0.00404611 t=25716
duo zhang 	多張	c=1 d=2.49457e-019 t=25716
e 	額	c=12 d=2.05894 t=28345
e bu 	惡補	c=1 d=0.00481991 t=25716
e le me 	餓了麼	c=4 d=0.0267345 t=25716
e mo 	惡魔	c=1 d=5.29378e-018 t=25716
en 	嗯	c=38 d=1.43427 t=30140
en 	恩	c=3 d=1.64726 t=29170
en en 	嗯嗯	c=1 d=0.00887071 t=25716
er 	二	c=1 d=1.30073e-005 t=25716
er 	而	c=8 d=1 t=29297
er cha shu 	二叉樹	c=1 d=0.941765 t=25716
er dai 	二代	c=1 d=1 t=26750
er jin zhi 	二進制	c=8 d=0.623109 t=25716
er qie 	而且	c=4 d=1.19989 t=28268
er san 	二三	c=0 d=0.1 t=30010
er san xian 	二三線	c=3 d=2.96536 t=30016
fa 	法	c=2 d=0.00132678 t=25716
fa 	發	c=5 d=1 t=28531
fa bu 	發佈	c=8 d=2.45699 t=28239
fa bu guo qu 	發佈過去	c=1 d=0.0101529 t=25716
fa cuo 	發錯	c=0 d=0.198511 t=28247
fa cuo le 	發錯了	c=1 d=1 t=28245
fa cuo ren 	發錯人	c=1 d=1 t=28248
fa dan 	罰單	c=0 d=0.1 t=27764
fa dan fang 	罰單方	c=1 d=1 t=27765
fa dao 	發到	c=1 d=0.000188766 t=25716
fa fang 	發放	c=1 d=1 t=26768
fa ge 	發個	c=1 d=0.170333 t=25716
fa gei 	發給	c=0 d=0.1 t=29064
fa gei ni 	發給你	c=2 d=0.844129 t=25716
fa gei wo 	發給我	c=2 d=1.93707 t=29078
fa gong zi 	發工資	c=1 d=1 t=30000
fa hui 	發回	c=1 d=7.28896e-016 t=25716
fa hui 	發揮	c=2 d=0.341604 t=25716
fa huo 	發貨	c=25 d=1.15966 t=25716
fa huo fang 	發貨方	c=49 d=1.04479 t=29379
fa huo shu liang 	發貨數量	c=2 d=6.36807e-010 t=25716
fa ming 	發明	c=1 d=0.053397 t=25716
fa pan 	法盤	c=1 d=0.0166557 t=25716
fa pan 	發盤	c=5 d=0.122708 t=25716
fa piao 	發票	c=32 d=1.00174 t=29841
fa qi 	發起	c=3 d=1.5159 t=28856
fa sheng 	發生	c=1 d=0.00171216 t=25716
fa sheng 	發聲	c=1 d=0.0105672 t=25716
fa song 	發送	c=26 d=1 t=29115
fa xia lai 	發下來	c=1 d=0.000185029 t=25716
fa xian 	發現	c=2 d=0.0502874 t=25716
fa xing zhe 	發行者	c=1 d=0.339596 t=25716
fa xu 	發虛	c=1 d=0.00304273 t=25716
fa yan 	發炎	c=2 d=0.181438 t=25716
fa yun 	發運	c=9 d=3.43445e-010 t=25716
fa yun bao zhuang 	發運包裝	c=1 d=2.94008e-011 t=25716
fan 	番	c=1 d=0.0159229 t=25716
fan 	返	c=1 d=8.90579e-020 t=25716
fan 	飯	c=0 d=0.1 t=28269
fan hao 	番號	c=0 d=0.0465334 t=25716
fan hui 	返回	c=47 d=1.00005 t=29587
fan hui zhi 	返回值	c=4 d=0.267991 t=25716
fan qie 	番茄	c=1 d=0.0117371 t=25716
fan she 	反射	c=5 d=0.61752 t=25716
fan she 	販社	c=74 d=2.74609 t=25716
fan she shang pin 	販社商品	c=2 d=1 t=29446
fan shen 	翻身	c=1 d=0.00551656 t=25716
fan xiang 	反向	c=14 d=3.44539 t=30551
fan xing 	泛型	c=2 d=0.0107104 t=25716
fan ye 	翻頁	c=1 d=0.344728 t=25716
fan yi 	翻譯	c=10 d=1 t=29321
fan yi cheng 	翻譯成	c=1 d=0.0116203 t=25716
fan ying 	反映	c=1 d=0.1 t=29874
fan zheng 	反正	c=1 d=1 t=26756
fan zhuan 	反轉	c=2 d=1 t=26755
fang 	方	c=20 d=1.00008 t=29417
fang an 	方案	c=3 d=0.24537 t=25716
fang bian 	方便	c=5 d=0.292293 t=25716
fang chan 	房產	c=1 d=0.0420036 t=25716
fang cheng 	方程	c=1 d=0.105399 t=25716
fang da jing 	放大鏡	c=1 d=0.65377 t=25716
fang dai 	房貸	c=1 d=0.0448245 t=25716
fang dao 	放到	c=1 d=0.0322254 t=25716
fang dong 	房東	c=2 d=1.75995e-008 t=25716
fang fa 	方法	c=129 d=2.98249 t=25716
fang hua lian 	防滑鏈	c=1 d=0.873716 t=25716
fang huo 	防火	c=1 d=2.43637e-006 t=25716
fang huo qiang 	防火牆	c=7 d=0.0702988 t=25716
fang jia 	房價	c=1 d=0.00311976 t=25716
fang kuang 	方框	c=1 d=8.81568e-018 t=25716
fang mian 	方面	c=1 d=0.159614 t=25716
fang qi 	放棄	c=1 d=1.21676e-014 t=25716
fang ru 	放入	c=3 d=0.053397 t=25716
fang shi 	方式	c=31 d=1.00036 t=29398
fang wen 	訪問	c=9 d=1.00001 t=28206
fang zai 	放在	c=8 d=1.00001 t=27981
fang zhi 	防止	c=1 d=0.020141 t=25716
fang zhuang 	防撞	c=1 d=0.752014 t=25716
fang zu 	房租	c=1 d=0.214381 t=25716
fei 	費	c=8 d=0.423162 t=25716
fei 	非	c=10 d=1.0085 t=28819
fei 	飛	c=5 d=1.26934 t=25716
fei ben 	飛奔	c=1 d=0.00421123 t=25716
fei chang 	非常	c=4 d=0.0151811 t=25716
fei die 	飛碟	c=0 d=0.00214936 t=25716
fei die shuo 	飛碟說	c=2 d=0.0433109 t=25716
fei gong zuo ri 	非工作日	c=1 d=0.0120946 t=25716
fei ji 	飛機	c=1 d=1 t=30845
fei lv 	費率	c=18 d=0.414783 t=25716
fei qiu 	飛秋	c=1 d=1.80583e-012 t=25716
fei xun 	裴迅	c=9 d=2.53872 t=29152
fei yong 	費用	c=11 d=6.66128 t=26255
fei yong tiao zheng 	費用調整	c=1 d=1 t=26101
fen 	分	c=5 d=1.00004 t=27157
fen bian lv 	分辨率	c=1 d=1 t=29140
fen bie 	分別	c=6 d=0.752603 t=25716
fen bu shi 	分佈式	c=5 d=0.011423 t=25716
fen ceng 	分層	c=1 d=0.00225411 t=25716
fen dou 	奮鬥	c=1 d=1 t=29966
fen ge 	分割	c=2 d=0.0442365 t=25716
fen ge fu 	分隔符	c=1 d=1 t=29100
fen ge hou 	分割後	c=1 d=0.0220377 t=25716
fen gong si 	分公司	c=4 d=2.928 t=26967
fen hao 	分號	c=3 d=2.93605 t=30896
fen lei 	分類	c=3 d=0.628135 t=25716
fen miao 	分秒	c=0 d=0.000427488 t=25716
fen mo deng chang 	粉墨登場	c=1 d=0.0130365 t=25716
fen pei 	分配	c=2 d=0.126876 t=25716
fen ping 	分屏	c=1 d=5.75852e-008 t=25716
fen qu 	分區	c=1 d=0.0401553 t=25716
fen si 	粉絲	c=1 d=0.00118858 t=25716
fen tan 	分攤	c=2 d=0.0893673 t=25716
fen wei 	分爲	c=1 d=0.458406 t=25716
fen xi 	分析	c=2 d=0.0696063 t=25716
fen xiang 	分享	c=1 d=0.273898 t=25716
fen ye 	分頁	c=12 d=0.759302 t=25716
fen zhi 	分支	c=9 d=0.402524 t=25716
fen zhong 	分鐘	c=2 d=0.336216 t=25716
fen zu 	分組	c=21 d=1.57407 t=30908
fen zu tiao jian 	分組條件	c=1 d=1 t=26286
feng 	封	c=1 d=1 t=28761
feng chao 	蜂巢	c=3 d=0.0188328 t=25716
feng chao 	風潮	c=1 d=0.0197421 t=25716
feng ge 	風格	c=1 d=0.00147367 t=25716
feng xi 	縫隙	c=1 d=0.937067 t=25716
feng zhuang 	封裝	c=2 d=0.0706512 t=25716
fou 	否	c=7 d=1.99008 t=27093
fou ze 	否則	c=3 d=1.00004 t=26446
fu 	富	c=2 d=0.00150442 t=25716
fu 	父	c=5 d=0.955997 t=25716
fu 	福	c=6 d=0.303464 t=25716
fu 	符	c=1 d=1.76095e-010 t=25716
fu 	負	c=4 d=1 t=30821
fu dan 	復旦	c=1 d=0.88692 t=25716
fu dian shu 	浮點數	c=1 d=2.90232e-006 t=25716
fu fu 	夫婦	c=1 d=4.03704e-006 t=25716
fu gai 	覆蓋	c=5 d=0.0877963 t=25716
fu gei 	賦給	c=1 d=0.00165327 t=25716
fu hao 	符號	c=5 d=0.755784 t=25716
fu he 	符合	c=9 d=0.352985 t=25716
fu jian 	附件	c=9 d=0.827861 t=25716
fu jie dian 	父節點	c=62 d=1.12891 t=29622
fu kuan 	付款	c=6 d=1.94181 t=29428
fu kuan fang 	付款方	c=7 d=4.37593 t=29429
fu lei 	父類	c=4 d=0.733334 t=25716
fu pin fan 	父品番	c=1 d=1 t=24978
fu qu 	拂去	c=1 d=1 t=25898
fu shang pin 	父商品	c=1 d=2.09915e-018 t=25716
fu shi 	複試	c=1 d=1 t=29908
fu shi tong 	富士通	c=27 d=1 t=28188
