# Rime user dictionary
#@/db_name	double_pinyin_flypy.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	5468
#@/user_id	macbook
a 	啊	c=53 d=5.16558 t=5468
yi zhi 	已知	c=1 d=7.56041e-05 t=5468
yi zhi bi 	一枝筆	c=1 d=0.0157644 t=5468
yi zhi zai 	一直在	c=0 d=0.0748264 t=5468
yi zhi zai chi 	一直在吃	c=1 d=0.752014 t=5468
yi zhong 	一中	c=2 d=1.75201 t=5281
yi zhou 	一週	c=0 d=0.0114178 t=5468
yi zhou duo 	一週多	c=1 d=0.11475 t=5468
yin 	隱	c=0 d=0.0158817 t=5468
yin hang 	銀行	c=5 d=9.8465e-05 t=5468
yin ma er ke fu 	隱馬爾科夫	c=1 d=0.159614 t=5468
yin wei 	因爲	c=1 d=5.74268e-05 t=5468
yin yue 	音樂	c=1 d=2.00507e-08 t=5468
ying 	硬	c=1 d=1 t=5289
ying gai 	應該	c=8 d=0.913138 t=5468
ying gai shi 	應該是	c=1 d=0.0101022 t=5468
ying pai 	硬派	c=1 d=0.0862936 t=5468
ying pan 	硬盤	c=2 d=0.637635 t=5468
ying she 	映射	c=2 d=0.000132139 t=5468
ying wen 	英文	c=3 d=0.289462 t=5468
ying xiong 	英雄	c=2 d=0.0359986 t=5468
ying yong 	應用	c=1 d=0.878095 t=5468
ying yu 	英語	c=1 d=1.46682e-07 t=5468
yong 	用	c=14 d=0.331391 t=5468
yong de 	用的	c=4 d=0.695466 t=5305
yong guo 	用過	c=0 d=0.00689068 t=5468
yong hu 	用戶	c=1 d=0.0273237 t=5468
yong lai 	用來	c=1 d=1 t=4704
yong zhe 	用着	c=2 d=1.46301 t=4739
yong zhe ge 	用這個	c=1 d=1 t=5092
you 	優	c=0 d=2.54851e-07 t=5468
you 	又	c=3 d=0.0566638 t=5468
you 	有	c=15 d=0.357174 t=5468
you bu 	又不	c=0 d=0.0110803 t=5468
you bu shi 	又不是	c=1 d=0.0652193 t=5468
you bu zhong 	又不重	c=1 d=0.111359 t=5468
you cha yi 	有差異	c=1 d=1.80025e-05 t=5468
you da 	優答	c=1 d=2.24906e-06 t=5468
you da 	優達	c=2 d=0.00759701 t=5468
you da xue cheng 	優達學城	c=1 d=2.56129e-06 t=5468
you dao 	有道	c=1 d=0.017163 t=5468
you de 	有的	c=2 d=0.310806 t=5468
you dian 	有點	c=4 d=0.236022 t=5468
you du 	有毒	c=3 d=0.796162 t=5468
you duo yuan 	有多遠	c=1 d=7.13856e-06 t=5468
you ge 	有個	c=1 d=0.00925561 t=5468
you guan 	有關	c=1 d=0.0403566 t=5468
you hao duo 	又好多	c=1 d=0.0699482 t=5468
you hua 	優化	c=3 d=1.18158e-07 t=5468
you jian 	郵件	c=2 d=0.0573103 t=5468
you ke neng 	有可能	c=2 d=0.0120582 t=5468
you ku 	優酷	c=2 d=3.32429e-07 t=5468
you mei you 	有沒有	c=1 d=0.0518189 t=5468
you piao 	有票	c=1 d=0.0147723 t=5468
you qian 	有錢	c=1 d=0.597501 t=5468
you qu 	又去	c=1 d=0.00869506 t=5468
you ren 	有人	c=0 d=2.63929e-07 t=5468
you shen me 	有什麼	c=2 d=0.140156 t=5468
you shi jian 	有時間	c=1 d=1 t=5318
you wen ti 	有問題	c=2 d=0.199896 t=5468
you xi 	遊戲	c=4 d=1.78704 t=5468
you xian 	有限	c=1 d=5.88906e-07 t=5468
you xiang 	郵箱	c=2 d=0.0214936 t=5468
you xiang fen li 	有向分離	c=1 d=0.0611149 t=5468
you xiang tu 	有像圖	c=1 d=0.0587185 t=5468
you xie 	有些	c=1 d=0.245367 t=5468
you yao 	又要	c=1 d=0.427415 t=5468
you yi 	有一	c=1 d=4.70251e-07 t=5468
you yong 	有用	c=1 d=0.112478 t=5468
you zheng 	郵政	c=1 d=8.37717e-06 t=5468
yu 	宇	c=3 d=2.09764 t=4640
yu 	與	c=9 d=0.312966 t=5468
yu 	雨	c=1 d=6.31606e-07 t=5468
yu 	餘	c=1 d=2.51707e-07 t=5468
yu 	魚	c=1 d=8.35697e-07 t=5468
yu bao 	預報	c=1 d=0.398519 t=5468
yu jian zhi 	預剪枝	c=1 d=1 t=5080
yu ming 	域名	c=1 d=6.20596e-06 t=5468
yu rong fu 	羽絨服	c=2 d=0.00250943 t=5468
yu suan 	預算	c=1 d=1 t=4768
yu tian 	雨天	c=1 d=0.0432828 t=5468
yu yan 	語言	c=1 d=1.17411e-06 t=5468
yu yin 	語音	c=1 d=0.16696 t=5468
yuan 	元	c=1 d=0.000893825 t=5468
yuan 	員	c=1 d=5.47768e-08 t=5468
yuan 	源	c=2 d=0.202909 t=5468
yuan 	遠	c=2 d=1.97045 t=4826
yuan cheng 	遠程	c=1 d=0.0972957 t=5468
yuan dai ma 	源代碼	c=1 d=1 t=4615
yuan ma 	源碼	c=1 d=1.03865e-05 t=5468
yuan shou 	元首	c=1 d=5.75754e-06 t=5468
yuan yin 	原因	c=1 d=0.0023935 t=5468
yuan ze 	原則	c=3 d=2.98506 t=4627
yue 	悅	c=1 d=1.06513e-07 t=5468
yue 	月	c=2 d=0.755784 t=5468
yue 	約	c=1 d=1 t=4642
yue ding 	約定	c=1 d=0.293758 t=5468
yue dui 	樂隊	c=1 d=6.14421e-06 t=5468
yue fen 	月份	c=1 d=3.46633e-07 t=5468
yue gong 	月供	c=2 d=1.65377 t=5233
yun 	暈	c=1 d=0.937067 t=5468
yun 	雲	c=12 d=1.90727 t=5468
yun che 	暈車	c=1 d=0.726149 t=5468
yun pan 	運判	c=1 d=1.97012e-07 t=5468
yun ying 	運營	c=1 d=0.25284 t=5468
za 	咋	c=5 d=0.15247 t=5468
za ban 	咋辦	c=0 d=0.00120946 t=5468
za chi 	咋吃	c=1 d=0.932394 t=5468
za le 	咋了	c=1 d=0.12493 t=5468
za le 	砸了	c=1 d=0.00554422 t=5468
za ren shi 	咋認識	c=1 d=0.353455 t=5468
za yang 	咋樣	c=2 d=0.704118 t=5468
zai 	再	c=4 d=0.0515074 t=5468
zai 	在	c=27 d=1.42145 t=5468
zai ba 	再把	c=1 d=0.178173 t=5468
zai gao shen me 	在搞什麼	c=1 d=0.00406639 t=5468
zai gei 	再給	c=1 d=0.0461896 t=5468
zai jia 	在家	c=2 d=0.802519 t=5468
zai jian 	再見	c=1 d=1 t=4604
zai lai 	再來	c=1 d=0.0391639 t=5468
zai mai 	再賣	c=1 d=1 t=5357
zai ni na 	在你那	c=1 d=0.0193512 t=5468
zai qi 	在騎	c=1 d=0.0218184 t=5468
zai shuo 	再說	c=1 d=6.9623e-06 t=5468
zai xia 	在下	c=1 d=0.013912 t=5468
zai xian 	在線	c=2 d=0.628135 t=5468
zai yi qi 	在一起	c=0 d=1.52248e-05 t=5468
zai zuo 	在座	c=1 d=4.11859e-06 t=5468
zao 	早	c=0 d=0.0120023 t=5468
zao 	澡	c=1 d=0.105399 t=5468
zao can 	早餐	c=1 d=0.0459593 t=5468
zao chen 	早晨	c=2 d=0.267138 t=5468
zao cheng 	造成	c=1 d=0.00348252 t=5468
zao le 	早了	c=1 d=0.122456 t=5468
zao shui zhao 	早睡着	c=1 d=0.000593188 t=5468
ze 	則	c=1 d=0.00275318 t=5468
zen me 	怎麼	c=9 d=1.10955 t=5468
zen me ban 	怎麼辦	c=1 d=7.30037e-05 t=5468
zen me le 	怎麼了	c=1 d=0.0288686 t=5468
zen me yang 	怎麼樣	c=2 d=0.726149 t=5468
zeng yi 	增益	c=3 d=1.26267 t=5369
zha 	炸	c=1 d=0.900325 t=5468
zha ji 	炸雞	c=1 d=0.382893 t=5468
zhai ji di 	宅基地	c=1 d=0.180866 t=5468
zhan 	站	c=6 d=0.253564 t=5468
zhan kai shi 	展開式	c=1 d=0.00112497 t=5468
zhan tie 	粘貼	c=1 d=0.00516939 t=5468
zhang 	張	c=7 d=1.94773 t=5468
zhang dan 	賬單	c=2 d=3.90472e-07 t=5468
zhang hu 	賬戶	c=1 d=3.68067e-07 t=5468
zhang jia 	漲價	c=1 d=0.00225411 t=5468
zhang liang 	張良	c=1 d=0.960789 t=5468
zhang wo 	掌握	c=1 d=2.46086e-06 t=5468
zhang yin 	掌銀	c=1 d=4.70171e-05 t=5468
zhao 	找	c=4 d=0.53604 t=5468
zhao 	招	c=1 d=0.085435 t=5468
zhao bei 	找唄	c=1 d=0.139457 t=5468
zhao bu dao 	找不到	c=1 d=4.255e-07 t=5468
zhao dao 	找到	c=4 d=0.275336 t=5468
zhao ge 	找個	c=1 d=0.0692522 t=5468
zhao gong zuo 	找工作	c=1 d=0.0204453 t=5468
zhao gu 	照顧	c=1 d=4.83321e-06 t=5468
zhao shang 	招商	c=2 d=6.10489e-07 t=5468
zhao xia qu 	找下去	c=1 d=0.729789 t=5468
zhao yi xia 	找一下	c=1 d=0.00694315 t=5468
zhao zhe 	找着	c=1 d=0.232236 t=5468
zhe 	這	c=4 d=0.790907 t=5468
zhe bu 	這不	c=0 d=0.0394554 t=5468
zhe bu shi 	這不是	c=1 d=0.396531 t=5468
zhe ge 	這個	c=9 d=1.16431 t=5468
zhe ge de ma 	這個的嗎	c=1 d=0.000845993 t=5468
zhe ge dian 	這個點	c=1 d=0.265803 t=5468
zhe ge lei 	這個類	c=1 d=1 t=5380
zhe ge yue 	這個月	c=2 d=0.0343222 t=5468
zhe li 	這裏	c=3 d=0.0688041 t=5468
zhe me 	這麼	c=5 d=0.730869 t=5468
zhe ne 	着呢	c=0 d=0.00130365 t=5468
zhe shi 	這時	c=3 d=0.451581 t=5468
zhe tai 	這臺	c=1 d=1 t=4591
zhe xie 	這些	c=1 d=0.0555873 t=5468
zhe yang 	這樣	c=3 d=0.0175099 t=5468
zhe zhong 	這種	c=1 d=1 t=4579
zhei 	這	c=1 d=0.000103081 t=5468
zhei mei 	這沒	c=1 d=0.0464212 t=5468
zhen 	幀	c=1 d=1 t=4621
zhen 	珍	c=1 d=6.34772e-07 t=5468
zhen 	真	c=2 d=0.348192 t=5468
zhen bu 	真不	c=0 d=4.88095e-05 t=5468
zhen bu rang wo 	真不讓我	c=1 d=0.000490542 t=5468
zhen de 	真的	c=1 d=1.01108 t=5284
zhen jia 	真假	c=1 d=0.0330412 t=5468
zhen shi 	真是	c=2 d=1.45612 t=5230
zheng 	掙	c=1 d=0.194952 t=5468
zheng chang 	正常	c=3 d=0.0211176 t=5468
zheng fu 	政府	c=1 d=4.10865e-07 t=5468
zheng que 	正確	c=1 d=7.98788e-05 t=5468
zheng shu 	證書	c=2 d=0.0715153 t=5468
zheng tai fen bu 	正態分佈	c=1 d=0.000322309 t=5468
zheng zai 	正在	c=4 d=0.41091 t=5468
zheng ze 	正則	c=2 d=0.00806679 t=5468
zheng ze hua 	正則化	c=3 d=1.31026e-07 t=5468
zheng zha 	掙扎	c=1 d=4.30816e-06 t=5468
zhi 	之	c=1 d=1.52668e-07 t=5468
zhi 	值	c=2 d=0.0258749 t=5468
zhi 	只	c=1 d=0.0220377 t=5468
zhi 	志	c=1 d=6.11461e-08 t=5468
zhi 	指	c=1 d=0.018968 t=5468
zhi 	治	c=1 d=1 t=4700
zhi 	直	c=2 d=0.305746 t=5468
zhi biao 	指標	c=4 d=2.75052e-07 t=5468
zhi bo 	直播	c=5 d=0.463013 t=5468
zhi bu zhi de mai 	值不值得買	c=1 d=2.77461e-06 t=5468
zhi cheng 	之城	c=0 d=0.0960789 t=5468
zhi chi 	支持	c=1 d=1.01318e-07 t=5468
zhi dao 	知道	c=5 d=0.477272 t=5468
zhi fu 	制服	c=2 d=1.04724e-06 t=5468
zhi fu bao 	支付寶	c=3 d=1.41232e-05 t=5468
zhi guan 	直觀	c=1 d=5.39612e-08 t=5468
zhi guang 	之光	c=1 d=1.18305e-07 t=5468
zhi hao 	只好	c=1 d=1 t=4723
zhi jie 	直接	c=3 d=0.0376286 t=5468
zhi nan 	指南	c=1 d=5.26289e-08 t=5468
zhi neng 	只能	c=1 d=5.42225e-06 t=5468
zhi neng 	智能	c=5 d=2.6834e-06 t=5468
zhi qian 	之前	c=2 d=0.0115047 t=5468
zhi shu 	指數	c=1 d=0.00808645 t=5468
zhi shu fen bu 	指數分佈	c=1 d=0.000320701 t=5468
zhi xin 	之心	c=1 d=5.96262e-06 t=5468
zhi ying 	直營	c=1 d=1.15663e-06 t=5468
zhi you 	只有	c=2 d=0.00713664 t=5468
zhong 	中	c=6 d=0.0912149 t=5468
zhong 	種	c=3 d=0.000183012 t=5468
zhong 	重	c=1 d=0.0155744 t=5468
zhong 	鍾	c=2 d=0.99005 t=5468
zhong di 	種地	c=1 d=0.226502 t=5468
zhong dian zhan 	終點站	c=1 d=2.08655e-06 t=5468
zhong guo 	中國	c=3 d=4.34393e-05 t=5468
zhong ji 	終極	c=1 d=0.000608204 t=5468
zhong jian 	中間	c=1 d=0.0112206 t=5468
zhong wen 	中文	c=10 d=2.66103 t=5468
zhong wu 	中午	c=3 d=0.932394 t=5468
zhong xin 	中心	c=2 d=0.000673669 t=5468
zhong zhong 	種種	c=1 d=0.00238156 t=5468
zhong zi 	種子	c=4 d=1.26946 t=5468
zhou 	周	c=3 d=6.2321e-07 t=5468
zhou mo 	週末	c=3 d=0.153 t=5468
zhou wei 	周圍	c=1 d=2.83751e-05 t=5468
zhou zhi hua 	周志華	c=1 d=0.00337959 t=5468
zhu 	住	c=3 d=0.463013 t=5468
zhu ce 	註冊	c=3 d=0.00427539 t=5468
zhu chi 	主持	c=1 d=0.179066 t=5468
zhu fu 	主婦	c=1 d=1 t=4511
zhu ji 	主機	c=2 d=0.366282 t=5468
zhu shi 	註釋	c=1 d=8.23255e-07 t=5468
zhu shou 	助手	c=1 d=1.9999e-07 t=5468
zhu ti 	主題	c=3 d=1.6581 t=5468
zhu yao 	主要	c=1 d=1 t=5150
zhua 	抓	c=3 d=1.17632e-05 t=5468
zhua bao 	抓包	c=1 d=0.00106477 t=5468
zhuan 	轉	c=10 d=0.622544 t=5468
zhuan fa 	轉發	c=1 d=1.04927e-07 t=5468
zhuan jia 	專家	c=2 d=1.97531 t=4643
zhuan qian 	賺錢	c=1 d=0.000750328 t=5468
zhuan song 	專送	c=1 d=1 t=4940
zhuang 	裝	c=2 d=3.22269e-05 t=5468
zhuang hao 	裝好	c=1 d=0.00918669 t=5468
zhuang hu 	莊戶	c=1 d=3.62588e-07 t=5468
zhuang nian 	壯年	c=1 d=0.324652 t=5468
zhui 	追	c=1 d=1.80056e-07 t=5468
zhui xiong 	追兇	c=8 d=1.44312e-06 t=5468
zhui yi 	追一	c=1 d=0.382893 t=5468
zhun bei 	準備	c=5 d=0.360379 t=5468
zhun ze 	準則	c=2 d=1.97045 t=5007
zhuo mian 	桌面	c=1 d=0.00565622 t=5468
zi 	子	c=0 d=2.52273e-05 t=5468
zi cong 	自從	c=1 d=0.157237 t=5468
zi dou 	字都	c=1 d=1 t=5071
zi hong se 	紫紅色	c=1 d=0.0229371 t=5468
zi ji 	自己	c=11 d=0.679133 t=5468
zi ji de 	自己的	c=1 d=3.42298e-06 t=5468
zi ji kan 	自己看	c=1 d=0.235746 t=5468
zi mu 	字幕	c=1 d=7.83104e-07 t=5468
zi mu 	字母	c=1 d=7.79199e-07 t=5468
zi se 	紫色	c=1 d=1.09139 t=4534
zi shi 	姿勢	c=2 d=0.175198 t=5468
zi ti 	字體	c=3 d=0.0157388 t=5468
zong bu 	總部	c=2 d=8.61344e-07 t=5468
zou 	走	c=0 d=2.63929e-07 t=5468
zou bo 	鄒博	c=5 d=0.115912 t=5468
zou duo yuan 	走多遠	c=1 d=7.17434e-06 t=5468
zou lu 	走路	c=1 d=0.0629761 t=5468
zou xiao 	奏效	c=1 d=4.37401e-08 t=5468
zu 	租	c=1 d=0.0858632 t=5468
zu cheng 	組成	c=1 d=0.00259284 t=5468
zu chu qu 	租出去	c=2 d=1.93707 t=5262
zu fang 	租房	c=1 d=1 t=5271
zu fang zi 	租房子	c=1 d=0.0572688 t=5468
zu he 	組合	c=2 d=4.86216e-08 t=5468
zu zi 	租子	c=1 d=1 t=5245
zui chi 	最遲	c=1 d=0.118837 t=5468
zui da 	最大	c=1 d=0.000281606 t=5468
zui da hua 	最大化	c=1 d=0.00298248 t=5468
zui duo 	最多	c=1 d=0.0632918 t=5468
zui jia 	最佳	c=1 d=0.000120966 t=5468
zui qiang 	最強	c=1 d=0.000122794 t=5468
zui shao 	最少	c=1 d=1 t=4730
zui xiao 	最小	c=1 d=0.000399619 t=5468
zui xiao hua 	最小化	c=2 d=1.97045 t=5006
zui xin 	最新	c=1 d=3.05902e-07 t=5468
zui you 	最優	c=1 d=2.56172e-08 t=5468
zun 	尊	c=1 d=5.83046e-07 t=5468
zuo 	做	c=7 d=2.25973 t=5468
zuo 	坐	c=5 d=0.0378297 t=5468
zuo 	座	c=0 d=0.00150707 t=5468
zuo di 	坐地	c=1 d=1.72549e-06 t=5468
zuo di tie 	坐地鐵	c=1 d=4.02661e-05 t=5468
zuo guo 	坐過	c=1 d=1.87857e-06 t=5468
zuo le 	做了	c=1 d=0.000257369 t=5468
zuo tian 	昨天	c=2 d=0.543356 t=5468
zuo you 	左右	c=1 d=0.509156 t=5468
